Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBgn0053969	524	176	246	798	296	334	264	275	351	407	414	409	353.3	297	410	1.395	0.48	3.45	0.000560026005527335	0.00516102397250681	0.0078	0.0119	0.0109	0.0109	TRUE	NA
FBgn0003676	6953	2742	3298	8498	3720	4347	3502	4285	4699	4333	5203	5328	4558.49	4162	4955	1.194	0.256	3.45	0.000561225950396649	0.00516675024437327	0.0015	0.0051	0.0037	0.0037	TRUE	NA
FBgn0022213	5848	1764	1755	7585	2285	2430	2945	2757	2501	3868	3196	2978	3040.85	2734	3347	1.221	0.288	3.445	0.000572034789285439	0.00526083487983416	0.0034	0.0054	0.0047	0.0047	TRUE	NA
FBgn0002891	1812	630	602	2229	834	933	913	985	858	1137	1166	1144	1033.61	919	1149	1.251	0.323	3.439	0.00058401272029682	0.00536546665869404	0.0013	0.0071	0.0053	0.0053	TRUE	NA
FBgn0032422	45	22	20	86	59	50	23	34	28	44	83	61	45.53	28	63	2.144	1.1	3.429	0.00060477985891886	0.00552217192243908	0.0057	0.0618	0.0476	0.0476	TRUE	NA
FBgn0011754	1283	387	407	1550	520	706	646	605	580	790	727	865	702.33	610	794	1.299	0.378	3.419	0.000627679739944791	0.00570211605056662	0.0049	0.0082	0.0072	0.0072	TRUE	NA
FBgn0261555	161	49	47	247	94	97	81	77	67	126	131	119	100.16	75	125	1.664	0.734	3.416	0.000634717708809466	0.0057601922151103	0	0.0306	0.022	0.022	TRUE	NA
FBgn0004066	4980	1753	2141	6115	2430	2814	2508	2740	3051	3118	3399	3449	3044.1	2766	3322	1.203	0.267	3.415	0.000638508684621163	0.00578284234651824	0.0014	0.0054	0.004	0.004	TRUE	NA
FBgn0003053	208	84	80	357	121	148	105	131	114	182	169	181	147.12	117	177	1.545	0.628	3.413	0.000642651862523624	0.0058144692323566	0	0.0223	0.0169	0.0169	TRUE	NA
FBgn0039525	514	188	246	802	280	358	259	294	351	409	392	439	357.1	301	413	1.39	0.475	3.41	0.000650060214873874	0.00587554424982155	0.0085	0.0118	0.0109	0.0109	TRUE	NA
FBgn0284220	11042	3515	3602	13435	4627	4873	5561	5493	5132	6851	6471	5973	5913.75	5395	6432	1.192	0.253	3.407	0.000657224711258121	0.00592231752929871	0.0019	0.005	0.0038	0.0038	TRUE	NA
FBgn0037896	107	41	35	188	69	85	54	64	50	96	97	104	77.4	56	99	1.772	0.826	3.403	0.000666925789345358	0.00599763071385101	0	0.0383	0.0277	0.0277	TRUE	NA
FBgn0038953	1456	447	472	2082	639	630	733	699	673	1062	894	772	805.34	702	909	1.295	0.373	3.403	0.00066690605734803	0.00599763071385101	0.0064	0.0078	0.0073	0.0073	TRUE	NA
FBgn0051909	2	3	0	86	15	2	1	5	0	44	21	2	12.16	2	22	12.021	3.587	3.398	0.000678398760585294	0.0060641650971238	1.4783	0.2191	0.4352	0.4352	TRUE	NA
FBgn0036290	2154	604	813	2849	882	1151	1085	944	1158	1453	1234	1411	1214.07	1062	1366	1.286	0.363	3.388	0.000704646947983115	0.00628621103445476	0.0091	0.0067	0.0073	0.0073	TRUE	NA
FBgn0030638	1454	576	677	1810	810	935	732	900	965	923	1133	1146	966.51	866	1067	1.236	0.305	3.387	0.000707099557087333	0.00629873744486258	0	0.0072	0.0047	0.0047	TRUE	NA
FBgn0250746	2572	956	1154	3007	1395	1563	1295	1494	1644	1533	1951	1916	1639	1478	1800	1.214	0.28	3.382	0.000720464601538742	0.00640811642603682	7e-04	0.0061	0.0043	0.0043	TRUE	NA
FBgn0034418	1775	644	668	2112	854	1012	894	1006	952	1077	1194	1240	1060.68	951	1170	1.229	0.298	3.381	0.000721250061890668	0.00640871945540663	0	0.007	0.0046	0.0046	TRUE	NA
FBgn0039759	9	4	10	42	17	32	5	6	14	21	24	39	18.24	8	28	3.581	1.84	3.379	0.000727985462641911	0.00646213735724878	0.064	0.1476	0.1295	0.1295	TRUE	NA
FBgn0039178	20	5	4	49	32	17	10	8	6	25	45	21	19.03	8	30	3.634	1.861	3.37	0.00075090902172547	0.00662610431226131	0.1245	0.1417	0.1374	0.1374	TRUE	NA
FBgn0026319	1074	374	385	1371	510	575	541	584	549	699	713	705	631.87	558	706	1.267	0.342	3.368	0.000757973187860872	0.00668183669061953	0	0.0087	0.0057	0.0057	TRUE	NA
FBgn0029861	1097	434	408	1330	575	693	553	678	581	678	804	849	690.66	604	777	1.282	0.358	3.361	0.000776272402735711	0.0068162365353293	0.0028	0.0083	0.0066	0.0066	TRUE	NA
FBgn0031872	838	297	310	1108	408	465	422	464	442	565	571	570	505.59	443	569	1.289	0.366	3.357	0.000787150244319812	0.00690496235930837	0	0.0097	0.0065	0.0065	TRUE	NA
FBgn0031814	1214	459	508	1438	671	738	611	717	724	733	938	905	771.49	684	859	1.249	0.32	3.353	0.000798563565794437	0.00699820671496008	0	0.0079	0.0052	0.0052	TRUE	NA
FBgn0004368	3225	1197	1199	3611	1605	1856	1624	1871	1708	1841	2245	2275	1927.42	1734	2120	1.216	0.282	3.353	0.000800318323758947	0.00700670846192882	0.0021	0.0059	0.0045	0.0045	TRUE	NA
FBgn0087041	327	97	136	521	167	198	165	152	194	266	234	243	208.67	170	248	1.464	0.55	3.351	0.000804865552888936	0.00703272934177906	0.0044	0.017	0.0141	0.0141	TRUE	NA
FBgn0034403	99	26	45	225	55	79	50	41	64	115	77	97	73.85	52	96	1.887	0.916	3.35	0.000809431962427618	0.00705881584421741	0.0301	0.0399	0.0377	0.0377	TRUE	NA
FBgn0053199	839	281	345	1268	387	491	423	439	492	647	541	602	523.83	451	597	1.332	0.414	3.345	0.000824239966543469	0.00716695511317739	0.0076	0.0095	0.0089	0.0089	TRUE	NA
FBgn0041627	936	298	330	1141	428	514	471	466	470	582	599	630	536.3	469	604	1.282	0.359	3.342	0.000832423526930673	0.00722404479639544	0	0.0094	0.0063	0.0063	TRUE	NA
FBgn0029915	501	180	258	811	295	345	252	281	368	414	413	423	358.38	300	417	1.405	0.491	3.341	0.000834560278670638	0.00723555659080466	0.0144	0.0118	0.0125	0.0125	TRUE	NA
FBgn0041182	3834	1419	1430	5168	1748	2016	1931	2218	2038	2635	2445	2471	2289.57	2062	2517	1.225	0.292	3.339	0.000839473796672208	0.00727109699736452	0.0035	0.0057	0.005	0.005	TRUE	NA
FBgn0001987	901	357	340	1180	454	565	454	558	484	602	635	693	570.9	499	643	1.294	0.372	3.337	0.000848196844972074	0.00732533638839519	0.0016	0.0091	0.0071	0.0071	TRUE	NA
FBgn0264816	161	44	60	245	88	115	81	69	85	125	123	141	104.05	78	130	1.64	0.714	3.331	0.00086532111457628	0.00745880072699438	0	0.0296	0.0223	0.0223	TRUE	NA
FBgn0039108	421	141	125	743	190	203	212	220	178	379	266	249	250.66	203	298	1.465	0.551	3.33	0.00086832251350565	0.00747745423877093	0.0156	0.0149	0.0151	0.0151	TRUE	NA
FBgn0011770	463	135	201	694	245	272	233	211	286	354	343	333	293.42	243	343	1.415	0.501	3.328	0.000874145200913003	0.00750588138860877	0.0105	0.0134	0.0126	0.0126	TRUE	NA
FBgn0265102	180	80	75	313	147	119	91	125	107	160	206	146	138.94	108	171	1.603	0.681	3.328	0.000873462384112336	0.00750588138860877	0.0186	0.0233	0.0221	0.0221	TRUE	NA
FBgn0037369	495	147	163	620	247	264	249	230	232	316	345	324	282.75	237	328	1.374	0.459	3.322	0.000894122323970267	0.00766267980139585	0	0.0138	0.0099	0.0099	TRUE	NA
FBgn0035932	42	5	17	86	39	36	21	8	24	44	55	44	32.62	18	48	2.596	1.376	3.319	0.000903684630974664	0.00773720398332095	0.0749	0.0845	0.0832	0.0832	TRUE	NA
FBgn0036702	5547	1997	2087	6289	2584	2999	2794	3121	2974	3207	3614	3676	3230.9	2963	3499	1.179	0.238	3.318	0.00090704031602818	0.00775849618978127	2e-04	0.0053	0.0034	0.0034	TRUE	NA
FBgn0015926	465	186	212	674	320	285	234	291	302	344	448	349	327.92	276	380	1.387	0.472	3.311	0.000930517047794411	0.00795169113569769	0.0084	0.0125	0.0113	0.0113	TRUE	NA
FBgn0031149	8012	2940	3305	9048	3933	4451	4035	4595	4709	4614	5501	5456	4818.26	4446	5190	1.166	0.221	3.31	0.000932666127201694	0.00796243643968559	0	0.0051	0.003	0.003	TRUE	NA
FBgn0030361	211	56	81	311	108	147	106	88	115	159	151	180	133.17	103	163	1.574	0.655	3.309	0.000936748193190845	0.00798964791327053	0.0042	0.0241	0.0199	0.0199	TRUE	NA
FBgn0035295	997	277	345	1220	438	496	502	433	492	622	613	608	544.88	476	614	1.288	0.365	3.308	0.000939547056530349	0.00799937438409145	0	0.0093	0.0068	0.0068	TRUE	NA
FBgn0026598	692	213	264	876	330	400	349	333	376	447	462	490	409.35	353	466	1.318	0.399	3.304	0.000952465861442358	0.00808509519266184	0	0.0109	0.0079	0.0079	TRUE	NA
FBgn0032253	513	202	203	775	306	289	258	316	289	395	428	354	340.12	288	392	1.377	0.461	3.299	0.000970804965749047	0.00820955335619222	0.0074	0.0122	0.0109	0.0109	TRUE	NA
FBgn0284221	474	191	206	618	277	335	239	298	294	315	387	411	323.99	277	371	1.338	0.42	3.299	0.000968900738667544	0.00820955335619222	0	0.0126	0.0084	0.0084	TRUE	NA
FBgn0031047	2634	873	1031	2821	1325	1627	1327	1364	1469	1439	1853	1994	1574.33	1387	1762	1.255	0.328	3.298	0.000974210515531257	0.00823055809242585	0.0069	0.0062	0.0064	0.0064	TRUE	NA
FBgn0038020	1951	499	644	2764	695	872	983	780	918	1409	972	1069	1021.74	894	1150	1.282	0.358	3.293	0.000989699714224748	0.00835351460115973	0.008	0.0071	0.0074	0.0074	TRUE	NA
FBgn0031220	5398	1545	1585	7191	2037	2100	2719	2415	2258	3667	2849	2574	2746.95	2464	3030	1.223	0.29	3.293	0.000990881906480832	0.00835559530205272	0.0046	0.0055	0.0052	0.0052	TRUE	NA
FBgn0035608	6880	2051	2000	10884	2483	2813	3465	3205	2850	5550	3473	3448	3665.19	3173	4157	1.282	0.359	3.29	0.00100249058065869	0.00844551026913406	0.0147	0.0052	0.0082	0.0082	TRUE	NA
FBgn0028690	3418	979	1106	3875	1347	1579	1722	1530	1576	1976	1884	1935	1770.46	1609	1932	1.199	0.262	3.289	0.00100479240541276	0.0084569238268953	0	0.006	0.004	0.004	TRUE	NA
FBgn0027932	29624	8571	8813	32096	11138	13177	14921	13395	12558	16367	15578	16151	14828.14	13625	16032	1.179	0.237	3.284	0.0010248822268897	0.00860978201893229	0.0018	0.0047	0.0037	0.0037	TRUE	NA
FBgn0030545	466	143	196	579	250	332	235	223	279	295	350	407	298.22	246	351	1.407	0.493	3.283	0.00102700253689154	0.00861139216379482	0.0106	0.0133	0.0126	0.0126	TRUE	NA
FBgn0017551	428	166	182	572	239	303	216	259	259	292	334	371	288.61	245	332	1.358	0.442	3.278	0.00104729129244258	0.00876505270994588	0	0.0136	0.0094	0.0094	TRUE	NA
FBgn0033901	1729	523	602	2119	721	843	871	817	858	1081	1008	1033	944.7	849	1041	1.227	0.295	3.277	0.00104953652566577	0.00877561907696195	0	0.0073	0.0047	0.0047	TRUE	NA
FBgn0034142	1429	457	498	1620	660	776	720	714	710	826	923	951	807.31	715	900	1.252	0.324	3.273	0.00106524123606465	0.00889028433463301	0.0015	0.0078	0.0057	0.0057	TRUE	NA
FBgn0036353	578	249	261	888	339	375	291	389	372	453	474	460	406.46	351	462	1.34	0.422	3.27	0.00107687290550438	0.00896223210265995	0	0.011	0.0094	0.0094	TRUE	NA
FBgn0039219	688	216	274	810	376	415	347	338	390	413	526	509	420.35	358	483	1.33	0.411	3.265	0.00109386564131887	0.00908671644370001	0.0043	0.0107	0.0089	0.0089	TRUE	NA
FBgn0004512	786	312	365	1020	439	532	396	488	520	520	614	652	531.63	468	595	1.277	0.353	3.263	0.00110169804860653	0.00913478511982943	0	0.0094	0.0064	0.0064	TRUE	NA
FBgn0283427	115715	45545	42400	135701	61413	62210	58282	71178	60416	69199	85894	76250	70203.11	63292	77114	1.217	0.283	3.261	0.00111192455824469	0.00919396880104172	0.0072	0.0046	0.0054	0.0054	TRUE	NA
FBgn0031263	2618	843	1028	3242	1149	1414	1319	1317	1465	1653	1607	1733	1515.7	1367	1664	1.219	0.286	3.257	0.0011263058942149	0.00928708368914041	0.0017	0.0063	0.0048	0.0048	TRUE	NA
FBgn0036893	267	96	92	391	139	173	134	150	131	199	194	212	170.24	138	202	1.462	0.548	3.248	0.00116329420514419	0.00956557758005304	0	0.0199	0.0141	0.0141	TRUE	NA
FBgn0035410	573	212	187	699	310	348	289	331	266	356	434	427	350.49	295	406	1.36	0.444	3.246	0.00117216579602165	0.00962966012739033	0.0058	0.012	0.0104	0.0104	TRUE	NA
FBgn0052280	585	212	234	1041	269	350	295	331	333	531	376	429	382.58	320	445	1.403	0.488	3.231	0.00123186688231252	0.0100830167360685	0.0182	0.0114	0.0135	0.0135	TRUE	NA
FBgn0040765	3488	1033	898	4551	1258	1444	1757	1614	1280	2321	1759	1770	1750.14	1550	1950	1.255	0.328	3.23	0.00123721394541465	0.0101095853149701	0.0084	0.006	0.0068	0.0068	TRUE	NA
FBgn0033458	94	14	21	150	44	51	47	22	30	76	62	63	49.95	33	67	2.013	1.009	3.227	0.00124919224949287	0.0101967886544528	0	0.0568	0.0455	0.0455	TRUE	NA
FBgn0004643	1903	824	905	2286	1076	1286	958	1288	1290	1166	1505	1576	1297.11	1179	1416	1.203	0.267	3.225	0.00125795021874857	0.0102588999574655	0	0.0065	0.0041	0.0041	TRUE	NA
FBgn0034564	584	161	197	710	261	327	294	252	281	362	365	401	325.73	276	376	1.355	0.438	3.224	0.00126464000121817	0.0103040467252539	0	0.0125	0.0099	0.0099	TRUE	NA
FBgn0039465	754	294	302	1137	383	435	380	459	430	580	536	533	486.37	423	550	1.314	0.394	3.207	0.0013398020957625	0.0108471738124743	0.0057	0.0099	0.0086	0.0086	TRUE	NA
FBgn0002284	2644	972	1150	3155	1380	1502	1332	1519	1639	1609	1930	1841	1644.89	1497	1793	1.199	0.262	3.204	0.00135737656259471	0.0109695680578921	3e-04	0.0061	0.0042	0.0042	TRUE	NA
FBgn0033451	550	202	269	861	320	346	277	316	383	439	448	424	381.12	325	437	1.361	0.445	3.204	0.00135680888467897	0.0109695680578921	0.0102	0.0114	0.011	0.011	TRUE	NA
FBgn0260746	1910	692	850	2417	937	1190	962	1081	1211	1233	1311	1459	1209.37	1085	1334	1.233	0.303	3.195	0.00139694777033887	0.0112486416493473	0.0032	0.0067	0.0056	0.0056	TRUE	NA
FBgn0035517	379	175	231	719	275	292	191	273	329	367	385	358	317.12	264	370	1.443	0.529	3.189	0.00142757411838825	0.0114745606455509	0.0257	0.0128	0.0164	0.0164	TRUE	NA
FBgn0052677	125	27	24	190	55	65	63	42	34	97	77	80	65.47	46	85	1.815	0.86	3.186	0.00144129346526018	0.0115744160474581	0	0.0444	0.0341	0.0341	TRUE	NA
FBgn0000524	1504	517	539	1769	779	767	758	808	768	902	1090	940	877.54	778	977	1.251	0.323	3.176	0.00149104848910983	0.0118884491140632	0.0035	0.0075	0.0062	0.0062	TRUE	NA
FBgn0037759	457	173	207	599	254	336	230	270	295	305	355	412	311.34	265	357	1.346	0.429	3.172	0.00151255950232436	0.012038463775184	0	0.0129	0.0097	0.0097	TRUE	NA
FBgn0031018	58	24	13	122	42	46	29	38	19	62	59	56	43.76	29	59	2.094	1.066	3.163	0.00156417795622678	0.0124050702922781	0	0.0642	0.0541	0.0541	TRUE	NA
FBgn0035267	42	20	11	90	43	38	21	31	16	46	60	47	36.78	23	51	2.239	1.163	3.159	0.00158085490078175	0.0125262060904889	0.0091	0.0755	0.0641	0.0641	TRUE	NA
FBgn0260768	293	74	99	378	149	164	148	116	141	193	208	201	167.74	135	201	1.472	0.557	3.155	0.00160696739362615	0.0127105569752715	0	0.0201	0.0159	0.0159	TRUE	NA
FBgn0000346	152	47	45	205	84	113	77	73	64	105	117	139	95.78	71	120	1.649	0.721	3.145	0.00166150558914963	0.0130494678197944	0.0096	0.0318	0.0262	0.0262	TRUE	NA
FBgn0004432	13014	4315	5790	16768	6348	7175	6555	6744	8250	8551	8878	8794	7961.97	7183	8741	1.22	0.286	3.145	0.00166365296827924	0.0130548514997659	0.0075	0.0049	0.0058	0.0058	TRUE	NA
FBgn0022097	1736	544	694	2218	789	908	874	850	989	1131	1104	1113	1010.15	904	1116	1.236	0.306	3.141	0.00168323096747263	0.0131853092452022	0.0024	0.0071	0.0057	0.0057	TRUE	NA
FBgn0034914	5930	1870	2046	6218	2628	3131	2987	2922	2915	3171	3676	3838	3251.43	2941	3562	1.204	0.268	3.134	0.00172296483654853	0.0134729211824679	0.0046	0.0053	0.0049	0.0049	TRUE	NA
FBgn0060296	148	40	57	269	83	83	75	63	81	137	116	102	95.54	73	118	1.636	0.71	3.123	0.00179047332957277	0.0139155150853654	0.0032	0.0318	0.0253	0.0253	TRUE	NA
FBgn0051495	79	18	32	159	56	48	40	28	46	81	78	59	55.29	38	73	1.922	0.942	3.122	0.00179867586703902	0.0139549743637345	0.0131	0.0517	0.0441	0.0441	TRUE	NA
FBgn0037873	1263	488	666	1792	727	851	636	763	949	914	1017	1043	886.91	783	991	1.281	0.357	3.121	0.00180120216943639	0.0139624439002318	0.0099	0.0075	0.0082	0.0082	TRUE	NA
FBgn0283680	7233	2810	2908	7725	3724	4414	3643	4392	4144	3939	5208	5410	4456.01	4060	4852	1.186	0.246	3.12	0.00180717525929209	0.0139844671277975	0.0028	0.0051	0.0042	0.0042	TRUE	NA
FBgn0013810	725	266	296	1158	382	382	365	416	422	591	534	468	465.94	401	531	1.337	0.419	3.118	0.00181853800309382	0.0140535984821139	0.0117	0.0101	0.0106	0.0106	TRUE	NA
FBgn0034849	396	217	246	600	288	370	199	339	351	306	403	454	341.9	296	388	1.341	0.423	3.118	0.00181993960143974	0.0140535984821139	0	0.0122	0.0101	0.0101	TRUE	NA
FBgn0046258	4	3	6	44	12	15	2	5	9	22	17	18	12.14	5	19	4.41	2.141	3.118	0.00182083017287859	0.0140535984821139	0.1149	0.2195	0.1984	0.1984	TRUE	NA
FBgn0014127	1794	605	645	2334	808	863	904	946	919	1190	1130	1058	1024.37	923	1126	1.224	0.292	3.116	0.00183399906292457	0.01414301522618	0.0016	0.0071	0.0052	0.0052	TRUE	NA
FBgn0024992	2985	1180	1298	3358	1558	1864	1503	1844	1850	1712	2179	2285	1895.53	1732	2059	1.184	0.243	3.115	0.00184095867777389	0.0141722077521731	4e-04	0.0059	0.0038	0.0038	TRUE	NA
FBgn0026415	69	19	32	129	57	53	35	30	46	66	80	65	53.42	37	70	1.902	0.928	3.114	0.00184346902059903	0.0141793095210588	0	0.0534	0.0422	0.0422	TRUE	NA
FBgn0016672	536	231	296	758	336	417	270	361	422	387	470	511	403.39	351	456	1.316	0.396	3.106	0.00189846501812676	0.0145397020685008	0.0039	0.011	0.0091	0.0091	TRUE	NA
FBgn0045866	2583	829	1158	3267	1291	1481	1301	1296	1650	1666	1806	1815	1588.9	1416	1762	1.246	0.318	3.092	0.00199044273065012	0.0151920116108594	0.0085	0.0062	0.0069	0.0069	TRUE	NA
FBgn0262598	180	40	51	282	84	82	91	63	73	144	117	101	97.94	76	121	1.598	0.676	3.091	0.00199342221171558	0.0152017594796073	0	0.0312	0.0227	0.0227	TRUE	NA
FBgn0267828	1924	782	869	2236	1032	1251	969	1222	1238	1140	1443	1533	1257.72	1143	1372	1.198	0.261	3.09	0.00199900558910632	0.0152313309818426	0	0.0066	0.0043	0.0043	TRUE	NA
FBgn0051453	1401	499	563	1690	662	829	706	780	802	862	926	1016	848.58	763	935	1.226	0.293	3.087	0.00202523069120798	0.0154048637755428	0	0.0076	0.0053	0.0053	TRUE	NA
FBgn0051549	801	311	378	923	479	571	403	486	539	471	670	700	544.76	476	614	1.272	0.347	3.086	0.00203034696061606	0.015429206705213	0.0021	0.0093	0.0072	0.0072	TRUE	NA
FBgn0265174	1052	307	353	1198	450	573	530	480	503	611	629	702	575.87	504	647	1.276	0.352	3.086	0.00203188657170555	0.015429206705213	0.0039	0.0091	0.0075	0.0075	TRUE	NA
FBgn0032040	1645	654	741	2106	837	1041	829	1022	1056	1074	1171	1276	1071.16	969	1174	1.219	0.286	3.084	0.00203928549850062	0.015472234071037	0	0.007	0.0052	0.0052	TRUE	NA
FBgn0011817	1360	334	314	1687	414	544	685	522	447	860	579	667	626.74	551	702	1.276	0.351	3.08	0.00206911140358137	0.0156718955334874	0.0043	0.0087	0.0075	0.0075	TRUE	NA
FBgn0052185	34	9	7	71	24	29	17	14	10	36	34	36	24.41	14	35	2.52	1.334	3.076	0.00209865092520368	0.0158821633576855	0	0.1114	0.0819	0.0819	TRUE	NA
FBgn0031490	1448	584	700	1691	832	974	729	913	997	862	1164	1194	976.53	880	1073	1.215	0.281	3.071	0.00213636538446497	0.0161129585162772	0	0.0072	0.0049	0.0049	TRUE	NA
FBgn0035073	858	297	296	1087	418	437	432	464	422	554	585	536	498.77	439	558	1.271	0.346	3.071	0.00213527469200454	0.0161129585162772	0	0.0098	0.007	0.007	TRUE	NA
FBgn0027529	2041	744	823	2390	966	1209	1028	1163	1173	1219	1351	1482	1235.85	1121	1351	1.203	0.267	3.069	0.00214707939354028	0.0161801004087044	6e-04	0.0066	0.0046	0.0046	TRUE	NA
FBgn0085460	221	65	52	486	89	89	111	102	74	248	124	109	128.06	96	160	1.636	0.71	3.061	0.00220519572093468	0.0165621512093748	0.04	0.0249	0.0289	0.0289	TRUE	NA
FBgn0000826	177	69	66	237	109	146	89	108	94	121	152	179	123.88	97	151	1.528	0.611	3.057	0.00223643850146567	0.0167404826639467	0.0036	0.0256	0.02	0.02	TRUE	NA
FBgn0032596	2251	536	764	2748	897	982	1134	838	1089	1401	1255	1204	1153.26	1020	1287	1.261	0.334	3.055	0.0022532064219847	0.0168236900905714	0.0098	0.0068	0.0076	0.0076	TRUE	NA
FBgn0040623	2200	580	803	2485	993	1096	1108	906	1144	1267	1389	1343	1193.01	1053	1333	1.262	0.335	3.055	0.00225295282285232	0.0168236900905714	0.0096	0.0067	0.0077	0.0077	TRUE	NA
FBgn0085459	285	98	102	463	143	156	144	153	145	236	200	191	178.23	147	209	1.434	0.52	3.051	0.00227805484780216	0.0169808262027323	0	0.0192	0.0148	0.0148	TRUE	NA
FBgn0035603	875	293	393	1138	447	534	441	458	560	580	625	655	553.1	486	620	1.278	0.354	3.045	0.00232422452644	0.0172817027652866	0.0034	0.0093	0.0078	0.0078	TRUE	NA
FBgn0035076	40	9	20	77	33	47	20	14	28	39	46	58	34.29	21	48	2.223	1.152	3.038	0.00238464325861629	0.0176412619438277	0.0108	0.0806	0.0681	0.0681	TRUE	NA
FBgn0039385	1230	405	491	1555	577	655	620	633	700	793	807	803	725.81	651	801	1.234	0.303	3.033	0.00241891464862731	0.0178667558413912	0	0.0081	0.0057	0.0057	TRUE	NA
FBgn0053508	102	30	24	194	49	55	51	47	34	99	69	67	61.22	44	78	1.782	0.834	3.031	0.00243375955876153	0.0179615478179673	0	0.0472	0.0351	0.0351	TRUE	NA
FBgn0003885	3722	1335	1446	4119	1948	1973	1875	2086	2060	2100	2725	2418	2210.77	2007	2414	1.197	0.259	3.03	0.00244679610799059	0.0180346667976492	0.0035	0.0057	0.0048	0.0048	TRUE	NA
FBgn0250788	19279	7959	7347	21396	10404	11284	9710	12438	10469	10911	14551	13831	11984.99	10872	13098	1.199	0.262	3.028	0.00246374680354624	0.0181378886691409	0.0072	0.0048	0.0053	0.0053	TRUE	NA
FBgn0043575	12	10	11	61	17	32	6	16	16	31	24	39	21.91	13	31	2.832	1.502	3.024	0.00249829055369641	0.0183770466593978	0	0.1237	0.1163	0.1163	TRUE	NA
FBgn0040373	122	46	42	260	69	73	61	72	60	133	97	89	85.29	64	106	1.675	0.744	3.017	0.00254946999351793	0.0187226702648973	0.0166	0.0351	0.0303	0.0303	TRUE	NA
FBgn0001248	4575	1717	2067	4944	2524	2814	2304	2683	2945	2521	3530	3449	2905.54	2644	3167	1.187	0.248	3.016	0.0025609573015548	0.0187915765841285	0.0029	0.0054	0.0045	0.0045	TRUE	NA
FBgn0028375	1395	448	416	1732	595	630	703	700	593	883	832	772	747.18	665	829	1.247	0.319	3.014	0.00257429234197858	0.0188584336455035	0.003	0.008	0.0066	0.0066	TRUE	NA
FBgn0051075	2753	1097	1313	3356	1493	1691	1387	1714	1871	1711	2088	2073	1807.34	1657	1957	1.186	0.246	3.011	0.00260588610675123	0.0190586101009734	9e-04	0.006	0.0042	0.0042	TRUE	NA
FBgn0051125	41	9	10	71	31	32	21	14	14	36	43	39	27.96	16	39	2.344	1.229	3.009	0.00262027600003176	0.0191481707694628	0	0.0979	0.0751	0.0751	TRUE	NA
FBgn0025390	430	104	118	510	197	196	217	163	168	260	276	240	220.51	183	259	1.406	0.492	3.008	0.00262845153307211	0.0191878250837449	0	0.0164	0.0142	0.0142	TRUE	NA
FBgn0263237	683	217	262	795	347	399	344	339	373	405	485	489	406.04	352	460	1.292	0.37	3.008	0.002629999765118	0.0191878250837449	0.0014	0.011	0.0083	0.0083	TRUE	NA
FBgn0004034	489	111	171	702	202	229	246	173	244	358	283	281	264.1	221	307	1.387	0.472	3.004	0.00266696618367531	0.0194257814194294	0.0102	0.0144	0.0135	0.0135	TRUE	NA
FBgn0263598	6193	2431	2862	7133	3258	3707	3119	3799	4078	3637	4557	4544	3955.7	3665	4246	1.159	0.213	3.002	0.00268003750540017	0.0194944932398697	4e-04	0.0052	0.0033	0.0033	TRUE	NA
FBgn0030854	1438	353	457	1746	552	602	724	552	651	890	772	738	721.23	642	800	1.244	0.315	2.993	0.00275875216918156	0.0200127188227387	0.0017	0.0082	0.0064	0.0064	TRUE	NA
FBgn0038870	1325	470	547	1546	672	762	667	735	779	788	940	934	807.25	727	887	1.216	0.282	2.993	0.0027664417299617	0.0200359486200794	0	0.0078	0.0051	0.0051	TRUE	NA
FBgn0032264	2203	725	865	2724	947	1211	1110	1133	1233	1389	1324	1484	1278.84	1159	1399	1.21	0.275	2.989	0.00279972279658982	0.0202568669171619	0.0026	0.0066	0.0053	0.0053	TRUE	NA
FBgn0037963	2137	667	674	2521	907	949	1076	1042	960	1286	1269	1163	1132.73	1026	1239	1.207	0.271	2.983	0.00285050145807981	0.0204951513853887	9e-04	0.0068	0.005	0.005	TRUE	NA
FBgn0040529	2479	695	920	3474	1014	1117	1249	1086	1311	1772	1418	1369	1367.41	1215	1520	1.247	0.318	2.979	0.00289444382964505	0.0207442884419986	0.0095	0.0064	0.0074	0.0074	TRUE	NA
FBgn0031968	158	38	41	240	62	91	80	59	58	122	87	112	86.34	66	107	1.623	0.699	2.974	0.00294285614098486	0.0210237642711958	0	0.0348	0.0265	0.0265	TRUE	NA
FBgn0283545	41	13	11	73	37	33	21	20	16	37	52	40	31.01	19	43	2.216	1.148	2.97	0.00297904115675328	0.0211974801034317	0	0.0887	0.0682	0.0682	TRUE	NA
FBgn0005666	690	149	144	938	202	228	348	233	205	478	283	279	304.31	262	347	1.322	0.403	2.967	0.00300342881360388	0.0213388391151186	0	0.0131	0.0094	0.0094	TRUE	NA
FBgn0035210	566	164	221	713	263	332	285	256	315	364	368	407	332.44	285	380	1.324	0.405	2.967	0.00300368653613707	0.0213388391151186	0.003	0.0124	0.0102	0.0102	TRUE	NA
